Date,Open,High,Low,Close,Volume
2006-11-02,315.66168212890625,317.3230594032689,310.6775503058183,315.66168212890625,261490000
2006-11-03,314.00042724609375,318.98456101190476,314.00042724609375,314.00042724609375,160300000
2006-11-06,318.9845275878906,320.64590533574426,314.00039434432983,318.9845275878906,249450000
2006-11-07,322.3072814941406,325.63003697346164,320.6459037544801,322.3072814941406,526180000
2006-11-08,320.6458740234375,323.96862919466486,320.6458740234375,320.6458740234375,145590000
2006-11-09,332.2754821777344,332.2754821777344,320.6458403015137,332.2754821777344,278800000
2006-11-10,335.5982971191406,338.9210525361618,332.2755417021194,335.5982971191406,246720000
2006-11-13,318.9845275878906,335.59830506642663,318.9845275878906,318.9845275878906,197350000
2006-11-14,330.6141662597656,332.27554397966395,322.30727766027405,330.6141662597656,221250000
2006-11-15,332.2754821777344,333.93685958862307,328.95272735595705,332.2754821777344,284720000
2006-11-16,332.2754821777344,335.59823699951176,328.95272735595705,332.2754821777344,244120000
2006-11-17,332.2754821777344,338.9209918212891,332.2754821777344,332.2754821777344,99430000
2006-11-20,338.9211120605469,338.9211120605469,332.2756000593597,338.9211120605469,145280000
2006-11-21,338.9210495439548,342.2438049316406,335.59829415626893,342.2438049316406,146570000
2006-11-22,342.2438049316406,345.56656031932647,338.9210495439548,342.2438049316406,237220000
2006-11-23,345.5665588378906,345.5665588378906,342.2438034644494,345.5665588378906,104390000
2006-11-24,342.24385420773007,368.8259011364858,342.24385420773007,362.1803894042969,315160000
2006-11-27,362.1803894042969,368.8259011364858,355.53487767210794,362.1803894042969,140070000
2006-11-28,342.2438049316406,355.53482648238395,342.2438049316406,342.2438049316406,206470000
2006-11-29,348.88934326171875,352.21209891183037,345.5665876116072,348.88934326171875,253550000
2006-11-30,352.21209716796875,358.8576084352889,352.21209716796875,352.21209716796875,199480000
2006-12-01,358.85760498046875,358.85760498046875,355.53484937879773,358.85760498046875,91450000
2006-12-04,352.21209716796875,358.8576084352889,345.5665859006486,352.21209716796875,84870000
2006-12-05,355.53485107421875,355.53485107421875,348.8893398391866,355.53485107421875,101390000
2006-12-06,352.21209716796875,358.8576084352889,348.8893415343087,352.21209716796875,128260000
2006-12-07,345.5665588378906,352.2120695847732,342.2438034644494,345.5665588378906,141050000
2006-12-08,342.2438049316406,345.56656031932647,335.59829415626893,342.2438049316406,388020000
2006-12-11,338.9211120605469,345.5666240617341,338.9211120605469,338.9211120605469,301890000
2006-12-12,338.9211120605469,342.24386806114046,332.2756000593597,338.9211120605469,164940000
2006-12-13,345.5665588378906,345.5665588378906,335.5982927175669,345.5665588378906,171960000
2006-12-14,345.5665588378906,348.8893142113319,342.2438034644494,345.5665588378906,173290000
2006-12-15,345.5665588378906,348.8893142113319,342.2438034644494,345.5665588378906,109870000
2006-12-18,342.2438049316406,345.56656031932647,338.9210495439548,342.2438049316406,109490000
2006-12-19,332.2754821777344,342.2437466430664,325.62997253417973,332.2754821777344,281150000
2006-12-20,338.9211120605469,342.24386806114046,335.5983560599533,338.9211120605469,191880000
2006-12-21,342.2438049316406,342.2438049316406,338.9210495439548,342.2438049316406,48940000
2006-12-22,342.2438049316406,345.56656031932647,338.9210495439548,342.2438049316406,29700000
2006-12-26,338.9211120605469,342.24386806114046,338.9211120605469,338.9211120605469,121210000
2006-12-27,338.9210495439548,342.2438049316406,338.9210495439548,342.2438049316406,38850000
2006-12-28,342.2438034644494,345.5665588378906,338.9210480910081,345.5665588378906,103900000
2006-12-29,345.5665588378906,345.5665588378906,338.9210480910081,345.5665588378906,0
2007-01-02,348.88934326171875,348.88934326171875,342.2438319614956,348.88934326171875,77000000
2007-01-03,342.2438049316406,348.88931570701226,342.2438049316406,342.2438049316406,117480000
2007-01-04,345.5665588378906,345.5665588378906,338.9210480910081,345.5665588378906,134150000
2007-01-05,345.5665588378906,345.5665588378906,342.2438034644494,345.5665588378906,70200000
2007-01-08,348.88934326171875,348.88934326171875,342.2438319614956,348.88934326171875,136480000
2007-01-09,345.5665588378906,348.8893142113319,338.9210480910081,345.5665588378906,171920000
2007-01-10,338.9211207798549,338.9211207798549,318.98458426339283,325.6300964355469,424290000
2007-01-11,320.6458740234375,330.6141395371195,317.3231188522102,320.6458740234375,221160000
2007-01-12,318.9845275878906,322.30728308359784,305.6935056050619,318.9845275878906,197160000
2007-01-15,332.2754821777344,332.2754821777344,318.984462890625,332.2754821777344,165230000
2007-01-16,338.9211120605469,342.24386806114046,332.2756000593597,338.9211120605469,131040000
2007-01-17,335.5982971191406,342.243807953183,335.5982971191406,335.5982971191406,126200000
2007-01-18,345.5665588378906,345.5665588378906,335.5982927175669,345.5665588378906,93760000
2007-01-19,348.88934326171875,348.88934326171875,342.2438319614956,348.88934326171875,148170000
2007-01-22,358.85760498046875,358.85760498046875,345.56658257378473,358.85760498046875,435570000
2007-01-23,352.21209716796875,355.53485280162886,345.5665859006486,352.21209716796875,257520000
2007-01-24,352.21209716796875,355.53485280162886,342.24383026698854,352.21209716796875,206290000
2007-01-25,345.5665588378906,352.2120695847732,342.2438034644494,345.5665588378906,95520000
2007-01-26,342.2438049316406,342.2438049316406,332.27553876858315,342.2438049316406,132300000
2007-01-29,335.5982971191406,342.243807953183,332.2755417021194,335.5982971191406,244130000
2007-01-30,342.2438049316406,345.56656031932647,335.59829415626893,342.2438049316406,95730000
2007-01-31,338.9211120605469,342.24386806114046,335.5983560599533,338.9211120605469,103310000
2007-02-01,348.88934326171875,348.88934326171875,338.92107631138396,348.88934326171875,178610000
2007-02-02,362.1803894042969,362.1803894042969,348.889365939919,362.1803894042969,393720000
2007-02-05,352.21209716796875,358.8576084352889,348.8893415343087,352.21209716796875,85780000
2007-02-06,342.2438049316406,352.2120710946981,342.2438049316406,342.2438049316406,65650000
2007-02-07,345.5665588378906,345.5665588378906,338.9210480910081,345.5665588378906,136460000
2007-02-08,335.5982971191406,345.5665633702042,332.2755417021194,335.5982971191406,158670000
2007-02-09,332.2754821777344,335.59823699951176,325.62997253417973,332.2754821777344,220750000
2007-02-12,332.2754821777344,332.2754821777344,322.30721771240235,332.2754821777344,37590000
2007-02-13,332.2754821777344,332.2754821777344,328.95272735595705,332.2754821777344,48620000
2007-02-14,335.5982971191406,335.5982971191406,332.2755417021194,335.5982971191406,122840000
2007-02-15,345.5665588378906,345.5665588378906,338.9210480910081,345.5665588378906,236410000
2007-02-16,348.88934326171875,348.88934326171875,342.2438319614956,348.88934326171875,190690000
2007-02-19,345.5665588378906,345.5665588378906,342.2438034644494,345.5665588378906,16680000
2007-02-20,345.5665588378906,345.5665588378906,342.2438034644494,345.5665588378906,6750000
2007-02-21,348.88934326171875,348.88934326171875,342.2438319614956,348.88934326171875,80560000
2007-02-22,342.2438049316406,348.88931570701226,338.9210495439548,342.2438049316406,72590000
2007-02-23,335.5982971191406,342.243807953183,332.2755417021194,335.5982971191406,275790000
2007-02-26,328.9527893066406,335.59830020172427,328.9527893066406,328.9527893066406,83490000
2007-02-27,328.9527893066406,332.2755447541825,327.2914115828697,328.9527893066406,121760000
2007-02-28,327.29150390625,327.29150390625,312.3391001744924,327.29150390625,339890000
2007-03-01,328.9527893066406,333.9369224779534,325.63003385909883,328.9527893066406,159400000
2007-03-02,322.3072814941406,328.9527924527827,322.3072814941406,322.3072814941406,423780000
2007-03-05,318.9845275878906,320.64590533574426,317.32314984003705,318.9845275878906,169810000
2007-03-06,327.29150390625,327.29150390625,322.3073693289975,327.29150390625,102630000
2007-03-07,327.29150390625,328.95288209866754,323.96874752141497,327.29150390625,132480000
2007-03-08,330.6141662597656,330.6141662597656,325.6300331000707,330.6141662597656,87560000
2007-03-09,328.9527893066406,332.2755447541825,328.9527893066406,328.9527893066406,35830000
2007-03-12,338.9211120605469,340.58249006084367,330.6142220590629,338.9211120605469,139700000
2007-03-13,348.88934326171875,348.88934326171875,338.92107631138396,348.88934326171875,251260000
2007-03-14,338.9211120605469,338.9211120605469,335.5983560599533,338.9211120605469,98770000
2007-03-15,335.5982971191406,342.243807953183,335.5982971191406,335.5982971191406,71690000
2007-03-16,332.2754821777344,338.9209918212891,328.95272735595705,332.2754821777344,45910000
2007-03-20,332.2754821777344,335.59823699951176,325.62997253417973,332.2754821777344,30090000
2007-03-21,335.5982971191406,338.9210525361618,328.9527862850982,335.5982971191406,33090000
2007-03-22,345.5665588378906,348.8893142113319,338.9210480910081,345.5665588378906,191630000
2007-03-23,342.2438049316406,345.56656031932647,338.9210495439548,342.2438049316406,66520000
2007-03-26,342.2438049316406,342.2438049316406,338.9210495439548,342.2438049316406,18670000
2007-03-27,342.2438049316406,345.56656031932647,338.9210495439548,342.2438049316406,121400000
2007-03-28,342.2438049316406,342.2438049316406,338.9210495439548,342.2438049316406,56460000
2007-03-29,338.9211120605469,342.24386806114046,335.5983560599533,338.9211120605469,97860000
2007-03-30,338.9211120605469,342.24386806114046,338.9211120605469,338.9211120605469,175860000
2007-04-02,348.88934326171875,348.88934326171875,342.2438319614956,348.88934326171875,125690000
2007-04-03,362.1803894042969,362.1803894042969,348.889365939919,362.1803894042969,330880000
2007-04-04,362.1803894042969,368.8259011364858,358.8576335382024,362.1803894042969,246640000
2007-04-05,352.21209716796875,365.5031197026091,348.8893415343087,352.21209716796875,182980000
2007-04-09,355.53485107421875,358.8576066917348,348.8893398391866,355.53485107421875,129870000
2007-04-10,358.85760498046875,365.5031161838108,352.2120937771267,358.85760498046875,157620000
2007-04-11,355.53485107421875,365.50311792676695,352.2120954567027,355.53485107421875,177010000
2007-04-12,355.53485107421875,358.8576066917348,348.8893398391866,355.53485107421875,75520000
2007-04-13,352.21209716796875,355.53485280162886,348.8893415343087,352.21209716796875,80170000
2007-04-16,352.21209716796875,355.53485280162886,352.21209716796875,352.21209716796875,156850000
2007-04-17,355.53485107421875,355.53485107421875,352.2120954567027,355.53485107421875,116280000
2007-04-18,348.88934326171875,355.534854561942,345.5665876116072,348.88934326171875,133120000
2007-04-19,342.2438049316406,352.2120710946981,338.9210495439548,342.2438049316406,115320000
2007-04-20,348.8893398391866,355.53485107421875,345.5665842216706,355.53485107421875,73070000
2007-04-23,355.53485107421875,358.8576066917348,352.2120954567027,355.53485107421875,171150000
2007-04-24,355.53485107421875,355.53485107421875,352.2120954567027,355.53485107421875,88920000
2007-04-25,358.85760498046875,358.85760498046875,355.53484937879773,358.85760498046875,59190000
2007-04-26,355.53485107421875,362.1803623092509,355.53485107421875,355.53485107421875,167980000
2007-04-27,362.1803894042969,365.5031452703913,355.53487767210794,362.1803894042969,224650000
2007-04-30,352.21209716796875,362.180364068949,348.8893415343087,352.21209716796875,192140000
2007-05-01,352.21209716796875,355.53485280162886,352.21209716796875,352.21209716796875,82300000
2007-05-02,352.21209716796875,355.53485280162886,352.21209716796875,352.21209716796875,120330000
2007-05-03,352.21209716796875,362.180364068949,352.21209716796875,352.21209716796875,70310000
2007-05-04,355.53484937879773,358.85760498046875,352.2120937771267,358.85760498046875,91930000
2007-05-07,362.1803894042969,362.1803894042969,355.53487767210794,362.1803894042969,59890000
2007-05-08,358.85760498046875,362.18036058213977,355.53484937879773,358.85760498046875,71060000
2007-05-09,362.1803894042969,362.1803894042969,352.2121218060135,362.1803894042969,134050000
2007-05-10,358.85760498046875,362.18036058213977,355.53484937879773,358.85760498046875,165000000
2007-05-11,348.88934326171875,358.8576102120536,348.88934326171875,348.88934326171875,92330000
2007-05-14,362.1803894042969,365.5031452703913,352.2121218060135,362.1803894042969,213440000
2007-05-15,362.1803894042969,362.1803894042969,358.8576335382024,362.1803894042969,85380000
2007-05-16,368.82586669921875,368.82586669921875,362.1803555875211,368.82586669921875,199430000
2007-05-21,365.5030822753906,368.82583756880325,358.8575716885653,365.5030822753906,141570000
2007-05-22,365.5030822753906,368.82583756880325,362.180326981978,365.5030822753906,123530000
2007-05-23,368.82586669921875,375.4713778109164,365.50311114336995,368.82586669921875,456490000
2007-05-24,365.5030822753906,365.5030822753906,358.8575716885653,365.5030822753906,147000000
2007-05-25,355.53485107421875,358.8576066917348,352.2120954567027,355.53485107421875,215520000
2007-05-28,365.5030822753906,365.5030822753906,355.5348163951527,365.5030822753906,96840000
2007-05-29,355.53485107421875,365.50311792676695,355.53485107421875,355.53485107421875,53130000
2007-05-30,352.21209716796875,358.8576084352889,345.5665859006486,352.21209716796875,212350000
2007-05-31,355.534854561942,355.534854561942,342.2438319614956,348.88934326171875,405150000
2007-06-04,352.21209716796875,352.21209716796875,345.5665859006486,352.21209716796875,424280000
2007-06-05,358.85760498046875,358.85760498046875,348.88933817545575,358.85760498046875,310170000
2007-06-06,358.85760498046875,358.85760498046875,355.53484937879773,358.85760498046875,301230000
2007-06-07,365.5030822753906,365.5030822753906,355.5348163951527,365.5030822753906,332940000
2007-06-08,358.85760498046875,362.18036058213977,355.53484937879773,358.85760498046875,599000000
2007-06-11,359.8761291503906,366.6662447947376,353.0860135060437,359.8761291503906,309420000
2007-06-12,363.2711486816406,363.2711486816406,356.48103375301184,363.2711486816406,161110000
2007-06-13,363.2711486816406,363.2711486816406,356.48103375301184,363.2711486816406,112650000
2007-06-14,363.2711486816406,363.2711486816406,359.87609121732623,363.2711486816406,66460000
2007-06-15,363.2711486816406,363.2711486816406,359.87609121732623,363.2711486816406,296700000
2007-06-18,366.66619873046875,366.66619873046875,359.8760839391638,366.66619873046875,292620000
2007-06-19,363.2711486816406,366.666206145955,359.87609121732623,363.2711486816406,157410000
2007-06-20,363.2711486816406,363.2711486816406,359.87609121732623,363.2711486816406,124290000
2007-06-21,363.2711486816406,363.2711486816406,356.48103375301184,363.2711486816406,271230000
2007-06-22,363.2711486816406,363.2711486816406,356.48103375301184,363.2711486816406,72600000
2007-06-25,363.2711486816406,363.2711486816406,356.48103375301184,363.2711486816406,123460000
2007-06-26,363.2711486816406,363.2711486816406,359.87609121732623,363.2711486816406,160440000
2007-06-27,363.2711486816406,363.2711486816406,356.48103375301184,363.2711486816406,148770000
2007-06-28,359.8761291503906,363.2711869725641,359.8761291503906,359.8761291503906,219430000
2007-06-29,359.8761064721903,373.45633690510317,359.8761064721903,370.061279296875,759090000
2007-07-02,373.4562683105469,376.85132529518825,370.06121132590556,373.4562683105469,198660000
2007-07-03,373.4563446044922,393.8266906738281,373.4563446044922,393.8266906738281,1085570000
2007-07-04,390.431640625,397.22175611413047,387.03658288043476,390.431640625,273410000
2007-07-05,390.431640625,393.82669836956524,387.03658288043476,390.431640625,109180000
2007-07-06,387.0365295410156,387.0365295410156,376.85135771098885,387.0365295410156,318980000
2007-07-09,397.2218017578125,397.2218017578125,383.64156921908386,397.2218017578125,373960000
2007-07-10,400.6168212890625,400.6168212890625,390.43164786645923,400.6168212890625,280680000
2007-07-11,397.2218017578125,397.2218017578125,390.4316854884482,397.2218017578125,142950000
2007-07-12,393.8266906738281,400.61680603027344,393.8266906738281,393.8266906738281,128580000
2007-07-13,397.2218017578125,400.61685989249463,390.4316854884482,397.2218017578125,134830000
2007-07-16,390.431640625,400.61681385869565,390.431640625,390.431640625,60520000
2007-07-17,400.6168212890625,404.01187909659694,390.43164786645923,400.6168212890625,99710000
2007-07-18,400.6168212890625,400.6168212890625,397.22176348152806,400.6168212890625,113990000
2007-07-19,404.01190185546875,407.40695985425424,397.2217858578979,404.01190185546875,82300000
2007-07-20,420.9872741699219,424.38233283258256,407.40703951927924,420.9872741699219,321640000
2007-07-23,417.59205688476567,427.77722900390626,414.1969995117188,424.3821716308594,225720000
2007-07-24,427.77728271484375,437.9624561128162,420.9871671161954,427.77728271484375,300160000
2007-07-25,424.3822991847992,444.75264954566956,420.9872407913208,434.5674743652344,426390000
2007-07-26,434.5675088205645,434.5675088205645,417.59221550726124,420.9872741699219,277470000
2007-07-27,407.4068990567836,417.5920715332031,400.61678407250383,417.5920715332031,261680000
2007-07-30,417.59214057297004,417.59214057297004,407.40696641265373,414.19708251953125,240420000
2007-07-31,417.59210931687124,427.77728271484375,414.1970515175471,427.77728271484375,218630000
2007-08-01,407.40689086914057,420.9871205647786,404.0118334452311,407.4068908691406,364220000
2007-08-02,414.19708251953125,417.59214057297004,393.8267341988986,414.19708251953125,411970000
2007-08-03,417.5920715332031,420.987129025343,407.4068990567836,417.5920715332031,305560000
2007-08-06,434.5674743652344,444.75264954566956,420.9872407913208,434.5674743652344,366600000
2007-08-07,397.2218017578125,407.40697616185895,397.2218017578125,397.2218017578125,199240000
2007-08-08,397.22172658036396,417.5920715332031,397.22172658036396,417.5920715332031,590770000
2007-08-09,417.5920715332031,420.987129025343,407.4068990567836,417.5920715332031,127440000
2007-08-10,407.40689086914057,407.40689086914057,397.22171859741206,407.4068908691406,70780000
2007-08-13,410.80206298828125,410.80206298828125,400.6168878728693,410.80206298828125,30
2007-08-14,404.01190185546875,404.01190185546875,397.2217858578979,404.01190185546875,46050000
2007-08-15,376.85137939453125,400.61678169869083,376.85137939453125,376.85137939453125,293230000
2007-08-16,370.061279296875,370.061279296875,356.48104886396214,370.061279296875,436690000
2007-08-20,380.24652099609375,397.2218121119908,373.45640454973494,380.24652099609375,588010000
2007-08-21,376.85137939453125,387.03655181059963,376.85137939453125,376.85137939453125,219250000
2007-08-22,390.431640625,393.82669836956524,376.8514096467391,390.431640625,161410000
2007-08-23,400.6168212890625,400.6168212890625,390.43164786645923,400.6168212890625,300110000
2007-08-24,407.40689086914057,407.40689086914057,390.4316037495931,407.4068908691406,169940000
2007-08-27,407.40689086914057,410.8019482930501,404.0118334452311,407.4068908691406,123490000
2007-08-28,410.80206298828125,410.80206298828125,404.0119462446733,410.80206298828125,110790000
2007-08-29,397.2218017578125,400.61685989249463,390.4316854884482,397.2218017578125,347050000
2007-08-30,400.6168212890625,407.4069369041313,400.6168212890625,400.6168212890625,119020000
2007-08-31,407.40689086914057,410.8019482930501,400.6167760213216,407.4068908691406,176790000
2007-09-03,410.80206298828125,414.19712136008525,404.0119462446733,410.80206298828125,70450000
2007-09-04,410.80206298828125,410.80206298828125,404.0119462446733,410.80206298828125,51960000
2007-09-05,414.19708251953125,414.19708251953125,407.40696641265373,414.19708251953125,123290000
2007-09-06,410.80206298828125,410.80206298828125,404.0119462446733,410.80206298828125,40740000
2007-09-07,410.80206298828125,410.80206298828125,407.40700461647725,410.80206298828125,50960000
2007-09-10,400.6168212890625,404.01187909659694,393.8267056739936,400.6168212890625,242330000
2007-09-11,397.2218017578125,400.61685989249463,393.8267436231303,397.2218017578125,116400000
2007-09-12,397.2218017578125,404.01191802717676,393.8267436231303,397.2218017578125,172750000
2007-09-13,404.01190185546875,407.40695985425424,397.2217858578979,404.01190185546875,100630000
2007-09-14,407.40689086914057,407.40689086914057,400.6167760213216,407.4068908691406,47970000
2007-09-17,404.01190185546875,410.8020178530397,397.2217858578979,404.01190185546875,83160000
2007-09-18,404.01190185546875,404.01190185546875,397.2217858578979,404.01190185546875,58910000
2007-09-19,417.5920715332031,417.5920715332031,410.80195654892344,417.5920715332031,227920000
2007-09-20,417.5920715332031,431.1723015017626,417.5920715332031,417.5920715332031,277020000
2007-09-21,427.77728271484375,427.77728271484375,417.59210931687124,427.77728271484375,100680000
2007-09-24,427.7773575782776,434.5674743652344,424.3822991847992,434.5674743652344,100360000
2007-09-25,434.56735974409446,441.35747474009594,431.17230224609375,431.17230224609375,91980000
2007-09-26,434.5674743652344,434.5674743652344,431.172415971756,434.5674743652344,27370000
2007-09-27,434.5674743652344,441.35759115219116,434.5674743652344,434.5674743652344,73970000
2007-09-28,417.5920715332031,437.96241648604234,417.5920715332031,417.5920715332031,136150000
2007-10-01,427.77728271484375,427.77728271484375,420.9871671161954,427.77728271484375,41120000
2007-10-02,434.56743580426354,441.35755198870515,431.17237771204276,437.9624938964844,201300000
2007-10-03,437.9624938964844,451.5427262653676,434.56743580426354,437.9624938964844,377160000
2007-10-04,458.3328552246094,471.9130879720052,437.96250610351564,458.3328552246094,427230000
